trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
56,False,"{'a': 0.7, 'e': 0.017857142857142856}",25,14,17.38471447156813,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.7, 'e': 0.017543859649122806}",20,5,24.912269245251505,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.7, 'e': 0.017241379310344827}",20,0,13.014881629542272,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
59,False,"{'a': 0.7, 'e': 0.01694915254237288}",20,11,19.037961929413832,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.7, 'e': 0.016666666666666666}",20,3,11.320549367726201,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.7, 'e': 0.01639344262295082}",20,13,12.840262315098961,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.7, 'e': 0.016129032258064516}",20,7,24.994517564331563,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.7, 'e': 0.015873015873015872}",30,18,-10.923832397117316,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
64,False,"{'a': 0.7, 'e': 0.015625}",20,0,-82.74786014034271,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
65,False,"{'a': 0.7, 'e': 0.015384615384615385}",25,20,9.400698418686158,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.7, 'e': 0.015151515151515152}",25,15,-37.94589995004324,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
67,False,"{'a': 0.7, 'e': 0.014925373134328358}",20,11,16.708605948007694,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.7, 'e': 0.014705882352941176}",25,0,-16.762293403253903,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
69,False,"{'a': 0.7, 'e': 0.014492753623188406}",25,5,23.012214260944322,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.7, 'e': 0.014285714285714285}",35,24,17.120642138903253,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
